id,x,y,width,height,text,type
0,49.5,9.0,25.0,20.5,50,y-axis-label
1,715.5,27.0,173.5,20.5,Bootstrap database,legend-label
3,679.5,46.5,209.5,20.5,Eigenspeaker database,legend-label
5,7.5,261.0,20.5,140.5,Percentage (%),y-axis-title
7,49.5,135.0,25.0,20.5,40,y-axis-label
8,49.5,259.5,25.0,22.0,30,y-axis-label
9,49.5,385.5,25.0,20.5,20,y-axis-label
10,49.5,511.5,25.0,20.5,10,y-axis-label
11,61.5,637.5,13.0,20.5,0,y-axis-label
12,237.0,657.0,53.5,20.5,18-30,x-axis-label
13,595.5,657.0,53.5,20.5,46-60,x-axis-label
14,417.0,657.0,52.0,20.5,31-45,x-axis-label
15,780.0,657.0,41.5,20.5,61-+,x-axis-label
16,486.0,687.0,94.0,20.5,Age group,x-axis-title
