id,x,y,width,height,text,type
0,45.0,27.0,20.5,32.5,1,y-axis-label
1,25.5,82.5,40.0,32.5,0.9,y-axis-label
2,25.5,138.0,40.0,34.0,0.8,y-axis-label
3,25.5,193.5,40.0,34.0,0.7,y-axis-label
4,786.0,214.5,100.0,34.0,Precision,legend-label
5,25.5,250.5,40.0,32.5,0.6,y-axis-label
6,786.0,265.5,68.5,32.5,Recall,legend-label
7,25.5,306.0,40.0,32.5,0.5,y-axis-label
8,786.0,315.0,100.0,34.0,Accuracy,legend-label
9,25.5,361.5,40.0,32.5,0.4,y-axis-label
10,25.5,417.0,40.0,34.0,0.3,y-axis-label
11,25.5,472.5,40.0,34.0,0.2,y-axis-label
12,90.0,504.0,52.0,34.0,10%,x-axis-label
13,150.0,504.0,52.0,34.0,20%,x-axis-label
14,210.0,504.0,52.0,34.0,30%,x-axis-label
15,271.5,504.0,52.0,34.0,40%,x-axis-label
16,331.5,504.0,52.0,34.0,50%,x-axis-label
17,391.5,504.0,52.0,34.0,60%,x-axis-label
18,453.0,504.0,50.5,34.0,70%,x-axis-label
19,513.0,504.0,52.0,34.0,80%,x-axis-label
20,573.0,504.0,52.0,34.0,90%,x-axis-label
21,628.5,504.0,64.0,34.0,100%,x-axis-label
