id,x,y,width,height,text,type
0,190.5,19.5,28.0,26.5,W,legend-label
1,174.0,43.5,44.5,26.5,WT,legend-label
2,157.5,69.0,61.0,26.5,WTL,legend-label
3,138.0,93.0,80.5,26.5,WTLG,legend-label
4,61.5,19.5,29.5,26.5,60,y-axis-label
5,61.5,66.0,29.5,26.5,58,y-axis-label
6,61.5,112.5,29.5,26.5,56,y-axis-label
7,61.5,159.0,29.5,26.5,54,y-axis-label
8,6.0,217.5,46.0,26.5,Acc,y-axis-title
9,61.5,205.5,29.5,26.5,52,y-axis-label
10,61.5,252.0,29.5,26.5,50,y-axis-label
11,61.5,298.5,29.5,26.5,48,y-axis-label
12,61.5,345.0,29.5,26.5,46,y-axis-label
13,61.5,391.5,29.5,26.5,44,y-axis-label
14,61.5,438.0,29.5,26.5,42,y-axis-label
15,97.5,462.0,16.0,28.0,0,x-axis-label
16,225.0,463.5,16.0,26.5,1,x-axis-label
17,352.5,463.5,16.0,26.5,2,x-axis-label
18,480.0,462.0,16.0,28.0,3,x-axis-label
19,429.0,499.5,112.0,26.5,Lookback,x-axis-title
20,607.5,463.5,17.5,26.5,4,x-axis-label
21,736.5,462.0,16.0,28.0,5,x-axis-label
22,864.0,462.0,16.0,28.0,6,x-axis-label
