id,x,y,width,height,text,type
0,69.0,6.0,16.0,26.5,1,y-axis-label
1,48.0,138.0,37.0,26.5,0.8,y-axis-label
2,9.0,217.5,25.0,259.0,Classification Accuracy,y-axis-title
4,48.0,271.5,37.0,25.0,0.6,y-axis-label
5,48.0,403.5,37.0,25.0,0.4,y-axis-label
6,48.0,535.5,37.0,26.5,0.2,y-axis-label
7,69.0,669.0,16.0,25.0,0,y-axis-label
8,78.0,681.0,29.5,25.0,10,x-axis-label
9,745.5,550.5,29.5,25.0,MI,legend-label
10,742.5,582.0,32.5,26.5,KL,legend-label
11,729.0,615.0,46.0,25.0,dKL,legend-label
12,274.5,681.0,44.5,25.0,100,x-axis-label
13,469.5,681.0,59.5,25.0,1000,x-axis-label
14,406.5,709.5,179.5,26.5,Vocabulary Size,x-axis-title
16,666.0,681.0,73.0,25.0,10000,x-axis-label
17,862.5,681.0,86.5,25.0,100000,x-axis-label
