id,x,y,width,height,text,type
0,84.0,9.0,14.5,25.0,5,y-axis-label
1,64.5,51.0,34.0,23.5,4.5,y-axis-label
2,84.0,93.0,14.5,23.5,4,y-axis-label
3,64.5,135.0,34.0,23.5,3.5,y-axis-label
4,7.5,168.0,23.5,79.0,entropy,y-axis-title
5,84.0,177.0,14.5,23.5,3,y-axis-label
6,64.5,219.0,34.0,23.5,2.5,y-axis-label
7,84.0,261.0,14.5,23.5,2,y-axis-label
8,64.5,301.5,34.0,25.0,1.5,y-axis-label
9,84.0,343.5,14.5,23.5,1,y-axis-label
10,64.5,385.5,34.0,23.5,0.5,y-axis-label
11,106.5,408.0,16.0,25.0,1,x-axis-label
12,202.5,408.0,16.0,25.0,2,x-axis-label
13,298.5,408.0,14.5,25.0,3,x-axis-label
14,394.5,408.0,14.5,25.0,4,x-axis-label
15,490.5,408.0,14.5,25.0,5,x-axis-label
16,585.0,408.0,16.0,25.0,6,x-axis-label
17,681.0,408.0,16.0,25.0,7,x-axis-label
18,777.0,408.0,16.0,25.0,8,x-axis-label
19,417.0,442.5,59.5,25.0,offset,x-axis-title
