id,x,y,width,height,text,type
0,6.0,9.0,763.0,98.5,4.3 Evaluation of the Combined Taggers,title
6,121.5,237.0,23.5,17.5,0.9,y-axis-label
7,112.5,288.0,32.5,17.5,0.85,y-axis-label
8,121.5,339.0,23.5,17.5,0.8,y-axis-label
9,112.5,388.5,32.5,17.5,0.75,y-axis-label
10,72.0,465.0,17.5,65.5,accuracy,y-axis-title
11,121.5,439.5,23.5,17.5,0.7,y-axis-label
12,112.5,490.5,32.5,17.5,0.65,y-axis-label
13,121.5,541.5,23.5,16.0,0.6,y-axis-label
14,112.5,591.0,32.5,17.5,0.55,y-axis-label
15,121.5,642.0,23.5,17.5,0.5,y-axis-label
16,753.0,664.5,28.0,17.5,proj,legend-label
17,744.0,681.0,37.0,16.0,anno,legend-label
18,732.0,696.0,49.0,17.5,concat,legend-label
19,738.0,712.5,43.0,17.5,Interp,legend-label
20,745.5,727.5,35.5,17.5,back,legend-label
21,112.5,693.0,32.5,17.5,0.45,y-axis-label
22,121.5,744.0,23.5,16.0,0.4,y-axis-label
23,141.0,759.0,29.5,17.5,100,x-axis-label
24,205.5,759.0,37.0,17.5,3000,x-axis-label
25,252.0,759.0,38.5,17.5,5000,x-axis-label
26,364.5,759.0,47.5,17.5,10000,x-axis-label
27,481.5,759.0,47.5,17.5,15000,x-axis-label
28,598.5,759.0,47.5,17.5,20000,x-axis-label
29,403.5,783.0,200.5,17.5,number of annotated tokens,x-axis-title
33,715.5,759.0,47.5,17.5,25000,x-axis-label
34,834.0,759.0,46.0,17.5,30000,x-axis-label
