id,x,y,width,height,text,type
0,7.5,9.0,59.5,28.0,60.00,y-axis-label
1,97.5,3.0,67.0,31.0,59.52,text-label
2,7.5,46.5,59.5,28.0,59.00,y-axis-label
3,7.5,85.5,59.5,28.0,58.00,y-axis-label
4,7.5,123.0,59.5,28.0,57.00,y-axis-label
5,163.5,97.5,67.0,31.0,57.03,text-label
6,229.5,105.0,67.0,31.0,56.84,text-label
7,321.0,97.5,65.5,31.0,57.03,text-label
8,387.0,93.0,65.5,31.0,57.15,text-label
9,7.5,160.5,59.5,28.0,56.00,y-axis-label
10,451.5,177.0,67.0,31.0,54.92,text-label
11,7.5,199.5,59.5,28.0,55.00,y-axis-label
12,7.5,237.0,59.5,28.0,54.00,y-axis-label
13,574.5,165.0,80.5,28.0,random,legend-label
14,574.5,198.0,52.0,28.0,MFC,legend-label
15,574.5,229.5,65.5,28.0,model,legend-label
16,7.5,276.0,59.5,26.5,53.00,y-axis-label
17,7.5,313.5,59.5,28.0,52.00,y-axis-label
18,7.5,351.0,59.5,28.0,51.00,y-axis-label
19,7.5,390.0,59.5,28.0,50.00,y-axis-label
20,138.0,423.0,118.0,28.0,full data set,x-axis-label
23,333.0,423.0,172.0,28.0,unknown entities,x-axis-label
