id,x,y,width,height,text,type
1,4.5,34.5,49.0,37.0,.28,y-axis-label
2,87.0,22.5,100.0,35.5,BLEU,y-axis-title
8,4.5,118.5,49.0,35.5,.27,y-axis-label
12,4.5,201.0,49.0,35.5,.26,y-axis-label
18,4.5,283.5,49.0,35.5,.25,y-axis-label
22,4.5,366.0,49.0,35.5,.24,y-axis-label
25,4.5,448.5,49.0,35.5,.23,y-axis-label
27,400.5,526.5,50.5,37.0,m4,legend-label
28,400.5,568.5,50.5,35.5,m3,legend-label
29,400.5,609.0,50.5,37.0,m2,legend-label
30,400.5,651.0,50.5,35.5,m1,legend-label
32,4.5,531.0,49.0,37.0,.22,y-axis-label
34,4.5,613.5,49.0,37.0,.21,y-axis-label
38,4.5,696.0,49.0,37.0,.20,y-axis-label
39,42.0,729.0,58.0,37.0,10k,x-axis-label
40,124.5,729.0,58.0,37.0,20k,x-axis-label
41,207.0,729.0,58.0,37.0,40k,x-axis-label
42,289.5,729.0,58.0,37.0,80k,x-axis-label
43,363.0,729.0,76.0,37.0,160k,x-axis-label
44,445.5,729.0,77.5,37.0,320k,x-axis-label
45,153.0,775.5,320.5,35.5,Training Corpus Size,x-axis-title
