id,x,y,width,height,text,type
0,73.5,61.5,68.5,35.5,0.55,y-axis-label
1,73.5,127.5,68.5,37.0,0.50,y-axis-label
2,7.5,229.5,37.0,160.0,F-measure,y-axis-title
3,73.5,193.5,68.5,37.0,0.45,y-axis-label
4,73.5,261.0,68.5,35.5,0.40,y-axis-label
5,73.5,327.0,68.5,37.0,0.35,y-axis-label
6,73.5,394.5,68.5,35.5,0.30,y-axis-label
7,73.5,460.5,68.5,37.0,0.25,y-axis-label
8,570.0,511.5,302.5,35.5,Semantic Similarity,legend-label
10,570.0,556.5,274.0,35.5,Document-centric,legend-label
11,73.5,528.0,68.5,35.5,0.20,y-axis-label
12,73.5,594.0,68.5,37.0,0.15,y-axis-label
13,163.5,639.0,20.5,35.5,0,x-axis-label
14,279.0,639.0,40.0,35.5,20,x-axis-label
15,403.5,639.0,40.0,35.5,40,x-axis-label
16,528.0,639.0,40.0,35.5,60,x-axis-label
17,484.5,694.5,128.5,37.0,Iteration,x-axis-title
18,654.0,639.0,40.0,35.5,80,x-axis-label
19,769.5,639.0,58.0,35.5,100,x-axis-label
20,894.0,639.0,59.5,35.5,120,x-axis-label
