id,x,y,width,height,text,type
0,375.0,7.5,233.5,43.0,ROC Curves,title
2,9.0,135.0,43.0,337.0,True Positive Rate,y-axis-title
5,121.5,58.5,26.5,43.0,1,y-axis-label
6,88.5,147.0,59.5,44.5,0.8,y-axis-label
7,88.5,237.0,59.5,44.5,0.6,y-axis-label
8,88.5,327.0,59.5,44.5,0.4,y-axis-label
9,558.0,382.5,107.5,37.0,TFIDF,legend-label
10,541.5,417.0,124.0,35.5,TF&DF,legend-label
11,517.5,450.0,148.0,35.5,Plain-text,legend-label
12,556.5,483.0,109.0,35.5,HTML,legend-label
13,88.5,417.0,59.5,43.0,0.2,y-axis-label
14,121.5,507.0,26.5,43.0,0,y-axis-label
15,159.0,540.0,25.0,44.5,0,x-axis-label
16,250.5,540.0,59.5,44.5,0.1,x-axis-label
17,358.5,540.0,59.5,44.5,0.2,x-axis-label
18,468.0,540.0,59.5,44.5,0.3,x-axis-label
19,576.0,540.0,59.5,44.5,0.4,x-axis-label
20,684.0,540.0,59.5,44.5,0.5,x-axis-label
21,793.5,540.0,58.0,44.5,0.6,x-axis-label
22,309.0,588.0,358.0,40.0,False Positive Rate,x-axis-title
