id,x,y,width,height,text,type
0,58.5,61.5,49.0,41.5,0.9,y-axis-label
1,58.5,127.5,49.0,41.5,0.8,y-axis-label
2,-1.5,274.5,41.5,128.5,Precision,y-axis-title
3,58.5,193.5,49.0,40.0,0.7,y-axis-label
4,57.0,258.0,50.5,41.5,0.6,y-axis-label
5,58.5,324.0,49.0,41.5,0.5,y-axis-label
6,1713.0,333.0,71.5,41.5,Both,legend-label
7,57.0,390.0,50.5,40.0,0.4,y-axis-label
8,1713.0,390.0,94.0,41.5,Syntax,legend-label
9,57.0,454.5,50.5,41.5,0.3,y-axis-label
10,1713.0,447.0,106.0,41.5,Surface,legend-label
11,57.0,520.5,50.5,41.5,0.2,y-axis-label
12,58.5,586.5,49.0,40.0,0.1,y-axis-label
13,82.5,651.0,25.0,41.5,0,y-axis-label
14,120.0,700.5,25.0,40.0,0,x-axis-label
15,258.0,700.5,65.5,40.0,0.05,x-axis-label
16,423.0,700.5,49.0,40.0,0.1,x-axis-label
17,573.0,700.5,65.5,40.0,0.15,x-axis-label
18,738.0,700.5,49.0,40.0,0.2,x-axis-label
19,888.0,700.5,65.5,40.0,0.25,x-axis-label
20,1053.0,700.5,50.5,40.0,0.3,x-axis-label
21,1204.5,700.5,65.5,40.0,0.35,x-axis-label
22,1369.5,700.5,49.0,40.0,0.4,x-axis-label
23,1519.5,700.5,65.5,40.0,0.45,x-axis-label
24,757.5,762.0,172.0,40.0,Oracle recall,x-axis-title
