id,x,y,width,height,text,type
0,414.0,0.0,106.0,40.0,genre.,title
1,6.0,247.5,34.0,232.0,GRADE LEVEL,y-axis-title
3,54.0,127.5,40.0,32.5,12,y-axis-label
4,54.0,163.5,40.0,34.0,11,y-axis-label
5,54.0,201.0,40.0,32.5,10,y-axis-label
6,72.0,237.0,22.0,34.0,9,y-axis-label
7,72.0,273.0,22.0,34.0,8,y-axis-label
8,72.0,310.5,22.0,32.5,7,y-axis-label
9,72.0,348.0,22.0,32.5,6,y-axis-label
10,72.0,384.0,22.0,34.0,5,y-axis-label
11,72.0,421.5,22.0,32.5,4,y-axis-label
12,72.0,459.0,22.0,32.5,3,y-axis-label
13,72.0,493.5,22.0,34.0,2,y-axis-label
14,72.0,531.0,22.0,32.5,1,y-axis-label
15,72.0,568.5,22.0,32.5,0,y-axis-label
16,814.5,139.5,65.5,34.0,Blog,legend-label
17,814.5,181.5,91.0,32.5,Essay,legend-label
18,814.5,222.0,82.0,32.5,Email,legend-label
19,814.5,264.0,70.0,32.5,Chat,legend-label
20,814.5,304.5,65.5,32.5,Inter,legend-label
21,814.5,345.0,65.5,34.0,Disc,legend-label
22,123.0,612.0,97.0,29.5,Church,x-axis-label
23,253.5,612.0,56.5,29.5,Gay,x-axis-label
24,562.5,612.0,97.0,29.5,Privacy,x-axis-label
25,672.0,612.0,92.5,29.5,SexDis,x-axis-label
26,466.5,612.0,65.5,29.5,Marij,x-axis-label
27,399.0,651.0,104.5,32.5,TOPIC,x-axis-title
28,364.5,612.0,52.0,29.5,Iraq,x-axis-label
