id,x,y,width,height,text,type
0,63.0,6.0,59.5,25.0,4000,y-axis-label
1,660.0,25.5,79.0,26.5,ar↔en,legend-label
2,661.5,51.0,77.5,25.0,ar↔es,legend-label
3,666.0,75.0,73.0,26.5,ar↔ro,legend-label
4,655.5,100.5,83.5,26.5,en↔es,legend-label
5,660.0,126.0,79.0,25.0,en↔ro,legend-label
6,661.5,150.0,77.5,26.5,es↔ro,legend-label
7,63.0,70.5,59.5,26.5,3500,y-axis-label
8,7.5,111.0,25.0,335.5,Number of interlanguage links,y-axis-title
12,63.0,136.5,59.5,25.0,3000,y-axis-label
13,63.0,202.5,59.5,25.0,2500,y-axis-label
14,63.0,268.5,59.5,25.0,2000,y-axis-label
15,63.0,333.0,59.5,26.5,1500,y-axis-label
16,63.0,399.0,59.5,25.0,1000,y-axis-label
17,78.0,465.0,44.5,25.0,500,y-axis-label
18,105.0,531.0,17.5,25.0,0,y-axis-label
19,138.0,555.0,58.0,26.5,5000,x-axis-label
20,268.5,555.0,71.5,26.5,10000,x-axis-label
21,405.0,555.0,73.0,26.5,15000,x-axis-label
22,543.0,555.0,71.5,26.5,20000,x-axis-label
23,418.5,592.5,149.5,26.5,Vector length,x-axis-title
25,681.0,555.0,71.5,26.5,25000,x-axis-label
26,817.5,555.0,73.0,26.5,30000,x-axis-label
