id,x,y,width,height,text,type
0,84.0,1.5,17.5,37.0,1,y-axis-label
1,61.5,75.0,40.0,37.0,0.9,y-axis-label
2,1.5,256.5,37.0,118.0,Precision,y-axis-title
3,61.5,148.5,40.0,37.0,0.8,y-axis-label
4,61.5,222.0,40.0,37.0,0.7,y-axis-label
5,61.5,295.5,40.0,38.5,0.6,y-axis-label
6,61.5,370.5,40.0,37.0,0.5,y-axis-label
7,61.5,444.0,40.0,37.0,0.4,y-axis-label
8,61.5,517.5,40.0,37.0,0.3,y-axis-label
9,61.5,591.0,40.0,37.0,0.2,y-axis-label
10,108.0,619.5,19.0,37.0,0,x-axis-label
11,180.0,619.5,41.5,37.0,0.1,x-axis-label
12,262.5,619.5,41.5,37.0,0.2,x-axis-label
13,346.5,619.5,41.5,37.0,0.3,x-axis-label
14,429.0,619.5,41.5,37.0,0.4,x-axis-label
15,513.0,619.5,40.0,37.0,0.5,x-axis-label
16,595.5,619.5,41.5,37.0,0.6,x-axis-label
17,678.0,619.5,41.5,37.0,0.7,x-axis-label
18,336.0,661.5,394.0,37.0,Fraction of labeled training data,x-axis-title
23,762.0,619.5,41.5,37.0,0.8,x-axis-label
24,844.5,619.5,41.5,37.0,0.9,x-axis-label
25,939.0,619.5,19.0,37.0,1,x-axis-label
26,637.5,540.0,187.0,37.0,Domain Kernel,legend-label
28,672.0,568.5,152.5,37.0,BoW Kernel,legend-label
