id,x,y,width,height,text,type
0,6.0,4.5,41.5,25.0,800,y-axis-label
1,853.5,27.0,11.5,26.5,f,legend-label
2,850.5,49.5,14.5,25.0,e,legend-label
3,6.0,72.0,41.5,26.5,700,y-axis-label
4,6.0,141.0,41.5,26.5,600,y-axis-label
5,6.0,210.0,41.5,26.5,500,y-axis-label
6,6.0,279.0,41.5,26.5,400,y-axis-label
7,6.0,348.0,41.5,26.5,300,y-axis-label
8,6.0,417.0,41.5,25.0,200,y-axis-label
9,6.0,486.0,41.5,25.0,100,y-axis-label
10,31.5,555.0,16.0,25.0,0,y-axis-label
11,22.5,576.0,79.0,26.5,playing,x-axis-label
12,180.0,576.0,67.0,26.5,laying,x-axis-label
13,334.5,576.0,59.5,26.5,aying,x-axis-label
14,492.0,576.0,47.5,26.5,ying,x-axis-label
15,649.5,576.0,35.5,26.5,ing,x-axis-label
16,804.0,576.0,28.0,26.5,ng,x-axis-label
17,961.5,576.0,16.0,26.5,g,x-axis-label
