id,x,y,width,height,text,type
0,54.0,124.5,77.5,32.5,14000,y-axis-label
1,54.0,183.0,77.5,32.5,12000,y-axis-label
2,150.0,3.0,97.0,41.5,16995,text-label
3,54.0,66.0,77.5,32.5,16000,y-axis-label
4,3.0,240.0,37.0,137.5,frequency,y-axis-title
5,54.0,6.0,77.5,34.0,18000,y-axis-label
6,235.5,199.5,95.5,41.5,10332,text-label
7,54.0,241.5,77.5,34.0,10000,y-axis-label
8,69.0,300.0,62.5,34.0,8000,y-axis-label
9,330.0,345.0,77.5,40.0,5414,text-label
10,69.0,360.0,62.5,32.5,6000,y-axis-label
11,69.0,418.5,62.5,32.5,4000,y-axis-label
12,415.5,451.5,76.0,41.5,1781,text-label
13,69.0,477.0,62.5,34.0,2000,y-axis-label
14,499.5,472.5,77.5,40.0,1071,text-label
15,594.0,495.0,59.5,41.5,280,text-label
16,688.5,502.5,40.0,40.0,44,text-label
17,595.5,577.5,56.5,32.5,EXT,x-axis-label
18,679.5,577.5,58.0,32.5,BNF,x-axis-label
19,115.5,537.0,17.5,32.5,0,y-axis-label
20,168.0,577.5,59.5,32.5,LOC,x-axis-label
21,253.5,577.5,59.5,32.5,TMP,x-axis-label
22,343.5,577.5,49.0,32.5,DIR,x-axis-label
23,421.5,577.5,64.0,32.5,MNR,x-axis-label
24,508.5,577.5,59.5,32.5,PRP,x-axis-label
25,351.0,624.0,103.0,37.0,classes,x-axis-title
