id,x,y,width,height,text,type
0,64.5,9.0,44.5,26.5,100,y-axis-label
1,541.5,33.0,199.0,26.5,SEMISUP-KRISP,legend-label
2,661.5,58.5,79.0,26.5,KRISP,legend-label
3,615.0,84.0,125.5,26.5,GEOBASE,legend-label
4,78.0,61.5,31.0,26.5,90,y-axis-label
5,78.0,115.5,31.0,26.5,80,y-axis-label
6,7.5,193.5,26.5,181.0,Best F-measure,y-axis-title
8,78.0,168.0,31.0,26.5,70,y-axis-label
9,78.0,220.5,31.0,26.5,60,y-axis-label
10,78.0,273.0,31.0,26.5,50,y-axis-label
11,78.0,325.5,31.0,26.5,40,y-axis-label
12,78.0,378.0,31.0,26.5,30,y-axis-label
13,78.0,430.5,31.0,26.5,20,y-axis-label
14,78.0,484.5,31.0,26.5,10,y-axis-label
15,91.5,537.0,17.5,26.5,0,y-axis-label
16,118.5,561.0,16.0,26.5,0,x-axis-label
17,169.5,561.0,31.0,26.5,20,x-axis-label
18,228.0,561.0,31.0,26.5,40,x-axis-label
19,286.5,561.0,31.0,26.5,60,x-axis-label
20,345.0,561.0,31.0,26.5,80,x-axis-label
21,397.5,561.0,44.5,26.5,100,x-axis-label
22,456.0,561.0,44.5,26.5,120,x-axis-label
23,514.5,561.0,44.5,26.5,140,x-axis-label
24,573.0,561.0,44.5,26.5,160,x-axis-label
25,631.5,561.0,44.5,26.5,180,x-axis-label
26,690.0,561.0,44.5,26.5,200,x-axis-label
27,748.5,561.0,44.5,26.5,220,x-axis-label
28,807.0,561.0,44.5,26.5,240,x-axis-label
29,289.5,600.0,398.5,26.5,No. of annotated training sentences,x-axis-title
