id,x,y,width,height,text,type
0,114.0,7.5,88.0,37.0,5000,y-axis-label
1,114.0,135.0,88.0,37.0,4500,y-axis-label
2,7.5,318.0,41.5,301.0,user CPU time (ms),y-axis-title
6,114.0,262.5,88.0,37.0,4000,y-axis-label
7,114.0,390.0,88.0,37.0,3500,y-axis-label
8,114.0,517.5,88.0,37.0,3000,y-axis-label
9,114.0,645.0,88.0,37.0,2500,y-axis-label
10,114.0,772.5,88.0,37.0,2000,y-axis-label
11,114.0,900.0,88.0,37.0,1500,y-axis-label
12,253.5,937.5,23.5,37.0,0,x-axis-label
13,577.5,937.5,46.0,37.0,50,x-axis-label
14,901.5,937.5,67.0,37.0,100,x-axis-label
15,814.5,994.5,230.5,35.5,lambda (bits),x-axis-title
17,1236.0,937.5,67.0,37.0,150,x-axis-label
18,1570.5,937.5,67.0,37.0,200,x-axis-label
