id,x,y,width,height,text,type
0,97.5,91.5,47.5,47.5,0.9,y-axis-label
1,97.5,187.5,47.5,46.0,0.8,y-axis-label
2,97.5,282.0,47.5,47.5,0.7,y-axis-label
3,160.5,508.5,20.5,46.0,0,x-axis-label
4,280.5,508.5,47.5,46.0,0.2,x-axis-label
5,412.5,508.5,47.5,46.0,0.4,x-axis-label
6,546.0,508.5,47.5,46.0,0.6,x-axis-label
7,679.5,508.5,47.5,46.0,0.8,x-axis-label
8,826.5,508.5,19.0,46.0,1,x-axis-label
9,97.5,378.0,47.5,46.0,0.6,y-axis-label
10,97.5,472.5,47.5,47.5,0.5,y-axis-label
11,-1.5,186.0,47.5,142.0,Precision,y-axis-title
12,570.0,31.5,106.0,37.0,system,legend-label
13,627.0,69.0,49.0,35.5,cos,legend-label
14,444.0,561.0,101.5,40.0,Recall,x-axis-title
15,97.5,0.0,52.0,40.0,1,y-axis-label
