id,x,y,width,height,text,type
0,79.5,55.5,37.0,40.0,0.7,y-axis-label
1,79.5,112.5,37.0,41.5,0.6,y-axis-label
2,79.5,171.0,37.0,40.0,0.5,y-axis-label
3,79.5,228.0,37.0,41.5,0.4,y-axis-label
4,79.5,286.5,37.0,40.0,0.3,y-axis-label
5,79.5,345.0,37.0,40.0,0.2,y-axis-label
6,486.0,384.0,163.0,40.0,Noisy-channel,legend-label
7,604.5,421.5,44.5,31.0,ME,legend-label
8,460.5,448.5,188.5,31.0,ME + bottom-up,legend-label
11,79.5,402.0,37.0,41.5,0.1,y-axis-label
12,99.0,460.5,17.5,40.0,0,y-axis-label
13,126.0,487.5,16.0,40.0,0,x-axis-label
14,180.0,487.5,37.0,40.0,0.1,x-axis-label
15,244.5,487.5,37.0,40.0,0.2,x-axis-label
16,307.5,487.5,37.0,40.0,0.3,x-axis-label
17,372.0,487.5,37.0,40.0,0.4,x-axis-label
18,435.0,487.5,37.0,40.0,0.5,x-axis-label
19,499.5,487.5,37.0,40.0,0.6,x-axis-label
20,564.0,487.5,37.0,40.0,0.7,x-axis-label
21,627.0,487.5,37.0,40.0,0.8,x-axis-label
22,691.5,487.5,37.0,40.0,0.9,x-axis-label
23,765.0,487.5,17.5,40.0,1,x-axis-label
24,348.0,534.0,205.0,35.5,Compression ratio,x-axis-title
25,1.5,181.5,35.5,139.0,F-measure,y-axis-title
26,73.5,3.0,44.5,32.5,0.8,y-axis-label
