id,x,y,width,height,text,type
0,33.0,3.0,38.5,22.0,1.00,y-axis-label
1,33.0,87.0,38.5,23.5,0.90,y-axis-label
2,33.0,172.5,38.5,22.0,0.80,y-axis-label
3,33.0,258.0,38.5,22.0,0.70,y-axis-label
4,33.0,342.0,38.5,22.0,0.60,y-axis-label
5,1.5,391.5,25.0,94.0,Precision,y-axis-title
6,1041.0,408.0,32.5,19.0,Feat,legend-label
7,1041.0,429.0,25.0,19.0,Ent,legend-label
8,1041.0,448.5,59.5,19.0,Baseline,legend-label
9,33.0,427.5,38.5,22.0,0.50,y-axis-label
10,33.0,511.5,38.5,22.0,0.40,y-axis-label
11,33.0,597.0,38.5,22.0,0.30,y-axis-label
12,33.0,681.0,38.5,22.0,0.20,y-axis-label
13,33.0,766.5,38.5,22.0,0.10,y-axis-label
14,33.0,850.5,38.5,22.0,0.00,y-axis-label
15,78.0,874.5,13.0,22.0,0,x-axis-label
16,159.0,874.5,28.0,22.0,0.1,x-axis-label
17,247.5,874.5,28.0,22.0,0.2,x-axis-label
18,336.0,874.5,29.5,22.0,0.3,x-axis-label
19,514.5,874.5,28.0,22.0,0.5,x-axis-label
20,603.0,874.5,28.0,22.0,0.6,x-axis-label
21,691.5,874.5,29.5,22.0,0.7,x-axis-label
22,780.0,874.5,29.5,22.0,0.8,x-axis-label
23,868.5,874.5,29.5,22.0,0.9,x-axis-label
24,424.5,874.5,29.5,22.0,0.4,x-axis-label
25,468.0,901.5,119.5,25.0,Recall Level,x-axis-title
27,966.0,874.5,13.0,22.0,1,x-axis-label
