id,x,y,width,height,text,type
0,76.5,351.0,29.5,35.5,76,y-axis-label
1,76.5,477.0,29.5,34.0,75,y-axis-label
2,76.5,601.5,29.5,34.0,74,y-axis-label
3,604.5,598.5,154.0,29.5,Overall best,legend-label
5,76.5,727.5,29.5,34.0,73,y-axis-label
6,9.0,306.0,28.0,251.5,Prediction accuracy,y-axis-title
8,76.5,226.5,29.5,34.0,77,y-axis-label
9,76.5,102.0,29.5,34.0,78,y-axis-label
10,348.0,10.5,364.0,32.5,Classifier performance,title
12,604.5,652.5,208.0,29.5,Without kontrast,legend-label
14,604.5,688.5,190.0,29.5,Without accent,legend-label
16,604.5,723.0,224.5,29.5,+ ratio or kontrast,legend-label
20,159.0,808.5,19.0,29.5,1,x-axis-label
21,340.5,808.5,17.5,29.5,2,x-axis-label
22,520.5,808.5,19.0,29.5,3,x-axis-label
23,700.5,808.5,19.0,29.5,4,x-axis-label
24,882.0,808.5,17.5,29.5,5,x-axis-label
25,406.5,877.5,247.0,29.5,Number of features,x-axis-title
