id,x,y,width,height,text,type
0,69.0,81.0,25.0,22.0,80,y-axis-label
1,69.0,156.0,25.0,22.0,60,y-axis-label
2,69.0,306.0,25.0,22.0,20,y-axis-label
3,69.0,231.0,25.0,22.0,40,y-axis-label
4,265.5,342.0,259.0,22.0,Inference of translation rules,legend-label
8,358.5,364.5,167.5,22.0,Baseline precision,legend-label
10,81.0,381.0,13.0,22.0,0,y-axis-label
11,102.0,403.5,14.5,22.0,0,x-axis-label
12,201.0,403.5,25.0,22.0,20,x-axis-label
13,304.5,403.5,23.5,22.0,40,x-axis-label
14,408.0,403.5,25.0,22.0,60,x-axis-label
15,511.5,403.5,23.5,22.0,80,x-axis-label
16,226.5,436.5,277.0,22.0,Percentage of words translated,x-axis-title
20,609.0,403.5,35.5,22.0,100,x-axis-label
21,58.5,6.0,35.5,22.0,100,y-axis-label
22,6.0,160.5,22.0,85.0,Precision,y-axis-title
