id,x,y,width,height,text,type
0,4.5,1.5,44.5,44.5,39,y-axis-label
1,4.5,49.5,44.5,44.5,38,y-axis-label
2,4.5,97.5,44.5,44.5,37,y-axis-label
3,4.5,145.5,44.5,44.5,36,y-axis-label
4,4.5,195.0,44.5,43.0,35,y-axis-label
5,4.5,243.0,44.5,43.0,34,y-axis-label
6,4.5,291.0,44.5,43.0,33,y-axis-label
7,4.5,339.0,44.5,44.5,32,y-axis-label
8,4.5,387.0,44.5,44.5,31,y-axis-label
9,201.0,453.0,82.0,44.5,SYS1,x-axis-label
10,511.5,453.0,82.0,44.5,SYS2,x-axis-label
11,754.5,10.5,128.5,40.0,Baseline,legend-label
12,754.5,55.5,103.0,40.0,FS-PEF,legend-label
13,754.5,100.5,103.0,40.0,FS-PFE,legend-label
14,754.5,145.5,157.0,40.0,FS-PEFLEX,legend-label
15,754.5,190.5,157.0,40.0,FS-PFELEX,legend-label
16,754.5,235.5,86.5,40.0,FS-PP,legend-label
17,754.5,280.5,100.0,40.0,FS-WP,legend-label
18,754.5,325.5,103.0,40.0,FS-BLP,legend-label
19,754.5,370.5,125.5,40.0,FS-LM-2,legend-label
20,754.5,415.5,125.5,40.0,FS-LM-3,legend-label
21,751.5,460.5,133.0,34.0,FS-LM-4,legend-label
