id,x,y,width,height,text,type
0,7.5,6.0,61.0,35.5,41.5,y-axis-label
1,7.5,57.0,61.0,37.0,41.0,y-axis-label
2,7.5,108.0,61.0,37.0,40.5,y-axis-label
3,772.5,87.0,76.0,35.5,SYS1f,legend-label
4,772.5,130.5,76.0,35.5,SYS2f,legend-label
5,772.5,175.5,76.0,35.5,SYS3f,legend-label
6,772.5,219.0,83.5,35.5,SYS1p,legend-label
7,772.5,262.5,83.5,37.0,SYS2p,legend-label
8,772.5,307.5,83.5,35.5,SYS3p,legend-label
9,7.5,160.5,61.0,35.5,40.0,y-axis-label
10,7.5,211.5,61.0,35.5,39.5,y-axis-label
11,7.5,262.5,61.0,37.0,39.0,y-axis-label
12,7.5,315.0,61.0,35.5,38.5,y-axis-label
13,7.5,366.0,61.0,35.5,38.0,y-axis-label
14,79.5,418.5,46.0,38.5,10,x-axis-label
15,169.5,421.5,47.5,35.5,20,x-axis-label
16,261.0,420.0,52.0,35.5,50,x-axis-label
17,348.0,421.5,65.5,34.0,100,x-axis-label
18,445.5,421.5,58.0,35.5,200,x-axis-label
19,535.5,423.0,67.0,31.0,500,x-axis-label
20,624.0,423.0,74.5,31.0,1000,x-axis-label
