id,x,y,width,height,text,type
0,66.0,10.5,32.5,28.0,30,y-axis-label
1,66.0,91.5,32.5,28.0,25,y-axis-label
2,6.0,226.5,28.0,74.5,Clicks,y-axis-title
3,66.0,171.0,32.5,28.0,20,y-axis-label
4,66.0,252.0,32.5,28.0,15,y-axis-label
5,66.0,333.0,32.5,26.5,10,y-axis-label
6,81.0,412.5,17.5,28.0,5,y-axis-label
7,81.0,493.5,17.5,28.0,0,y-axis-label
8,178.5,537.0,47.5,28.0,250,x-axis-label
9,318.0,537.0,49.0,28.0,300,x-axis-label
10,459.0,537.0,47.5,28.0,350,x-axis-label
11,387.0,577.5,184.0,28.0,Star Language,x-axis-title
13,598.5,537.0,49.0,28.0,400,x-axis-label
14,739.5,537.0,47.5,28.0,450,x-axis-label
