id,x,y,width,height,text,type
0,79.5,21.0,71.5,43.0,100,y-axis-label
1,9.0,172.5,43.0,164.5,#updates,y-axis-title
2,103.5,112.5,47.5,43.0,80,y-axis-label
3,103.5,205.5,47.5,43.0,60,y-axis-label
4,103.5,297.0,47.5,43.0,40,y-axis-label
5,798.0,378.0,73.0,43.0,b=1,legend-label
6,798.0,432.0,73.0,43.0,b=8,legend-label
7,103.5,390.0,47.5,43.0,20,y-axis-label
8,126.0,481.5,25.0,43.0,0,y-axis-label
9,328.5,519.0,47.5,43.0,20,x-axis-label
10,516.0,519.0,47.5,43.0,40,x-axis-label
11,702.0,519.0,49.0,43.0,60,x-axis-label
12,402.0,577.5,284.5,43.0,sentence length,x-axis-title
14,889.5,519.0,47.5,43.0,80,x-axis-label
