id,x,y,width,height,text,type
0,36.0,3.0,25.0,25.0,25,y-axis-label
1,133.5,49.5,98.5,26.5,Document,text-label
2,235.5,49.5,59.5,26.5,space,text-label
3,298.5,49.5,100.0,26.5,dominates,text-label
4,447.0,37.5,31.0,25.0,the,text-label
5,481.5,37.5,41.5,25.0,web,text-label
6,430.5,64.5,43.0,26.5,over,text-label
7,477.0,64.5,43.0,26.5,time,text-label
8,523.5,63.0,16.0,28.0,↑,text-label
9,4.5,168.0,26.5,196.0,log(Corpus Size (N)),y-axis-title
12,36.0,103.5,25.0,25.0,20,y-axis-label
13,807.0,181.5,31.0,26.5,SS,legend-label
14,807.0,211.5,35.5,26.5,SM,legend-label
15,807.0,240.0,29.5,26.5,SL,legend-label
16,807.0,270.0,35.5,25.0,MS,legend-label
17,807.0,298.5,38.5,26.5,MM,legend-label
18,807.0,327.0,32.5,26.5,ML,legend-label
19,807.0,357.0,29.5,26.5,LS,legend-label
20,807.0,385.5,32.5,26.5,LM,legend-label
21,807.0,415.5,26.5,25.0,LL,legend-label
22,36.0,202.5,25.0,26.5,15,y-axis-label
23,640.5,258.0,35.5,25.0,this,text-label
24,630.0,283.5,56.5,25.0,paper,text-label
25,36.0,303.0,25.0,26.5,10,y-axis-label
26,123.0,346.5,37.0,26.5,first,text-label
27,163.5,346.5,35.5,26.5,IDF,text-label
28,133.5,372.0,56.5,26.5,paper,text-label
29,46.5,403.5,14.5,25.0,5,y-axis-label
30,543.0,475.5,109.0,25.0,Vocabulary,text-label
31,655.5,475.5,59.5,25.0,space,text-label
32,718.5,475.5,100.0,25.0,dominates,text-label
33,46.5,502.5,14.5,26.5,0,y-axis-label
34,69.0,534.0,14.5,25.0,0,x-axis-label
35,225.0,534.0,14.5,25.0,5,x-axis-label
36,375.0,534.0,26.5,25.0,10,x-axis-label
37,532.5,534.0,25.0,25.0,15,x-axis-label
38,688.5,534.0,25.0,25.0,20,x-axis-label
39,844.5,534.0,26.5,25.0,25,x-axis-label
40,340.5,567.0,253.0,26.5,log(Vocababulary Size (n)),x-axis-title
