id,x,y,width,height,text,type
0,208.5,39.0,230.5,34.0,Strongly Economic,legend-label
2,615.0,39.0,122.5,34.0,Economic,legend-label
3,208.5,102.0,269.5,34.0,Mostly non-Economic,legend-label
5,615.0,102.0,176.5,34.0,non-Economic,legend-label
6,109.5,168.0,17.5,31.0,1,y-axis-label
7,88.5,222.0,38.5,32.5,"0,9",y-axis-label
8,88.5,277.5,38.5,32.5,"0,8",y-axis-label
9,40.5,388.5,32.5,137.5,Precision,y-axis-title
10,88.5,333.0,38.5,32.5,"0,7",y-axis-label
11,88.5,388.5,38.5,32.5,"0,6",y-axis-label
12,88.5,444.0,38.5,32.5,"0,5",y-axis-label
13,88.5,499.5,38.5,31.0,"0,4",y-axis-label
14,88.5,553.5,38.5,32.5,"0,3",y-axis-label
15,88.5,609.0,38.5,32.5,"0,2",y-axis-label
16,88.5,664.5,38.5,32.5,"0,1",y-axis-label
17,109.5,720.0,17.5,32.5,0,y-axis-label
18,130.5,760.5,31.0,32.5,50,x-axis-label
19,249.0,760.5,44.5,32.5,150,x-axis-label
20,373.5,760.5,44.5,32.5,250,x-axis-label
21,498.0,760.5,44.5,32.5,350,x-axis-label
22,622.5,760.5,44.5,32.5,450,x-axis-label
23,748.5,760.5,43.0,32.5,550,x-axis-label
24,873.0,760.5,44.5,32.5,650,x-axis-label
25,382.5,820.5,340.0,32.5,N-best candidate terms,x-axis-title
