id,x,y,width,height,text,type
0,301.5,10.5,200.5,31.0,rank-frequency,title
1,361.5,70.5,259.0,31.0,sentence generator,legend-label
3,520.5,97.5,100.0,31.0,English,legend-label
4,402.0,124.5,218.5,31.0,power law z=1.5,legend-label
7,19.5,147.0,85.0,31.0,10000,y-axis-label
8,36.0,253.5,68.5,31.0,1000,y-axis-label
9,52.5,358.5,52.0,31.0,100,y-axis-label
10,7.5,256.5,31.0,134.5,frequency,y-axis-title
11,69.0,465.0,35.5,31.0,10,y-axis-label
12,85.5,571.5,19.0,31.0,1,y-axis-label
13,108.0,598.5,19.0,31.0,1,x-axis-label
14,232.5,598.5,35.5,31.0,10,x-axis-label
15,360.0,598.5,52.0,31.0,100,x-axis-label
16,370.5,639.0,61.0,31.0,rank,x-axis-title
17,486.0,598.5,68.5,31.0,1000,x-axis-label
18,612.0,598.5,85.0,31.0,10000,x-axis-label
