id,x,y,width,height,text,type
0,7.5,22.5,34.0,329.5,Number of annotators,y-axis-title
3,61.5,7.5,58.0,34.0,150,y-axis-label
4,139.5,39.0,50.5,29.5,120,text-label
5,61.5,73.5,58.0,34.0,120,y-axis-label
6,79.5,139.5,40.0,34.0,90,y-axis-label
7,79.5,205.5,40.0,34.0,60,y-axis-label
8,331.5,232.5,34.0,29.5,32,text-label
9,208.5,247.5,34.0,29.5,25,text-label
10,79.5,271.5,40.0,32.5,30,y-axis-label
11,760.5,265.5,35.5,29.5,17,text-label
12,270.0,280.5,34.0,29.5,10,text-label
13,400.5,295.5,19.0,29.5,3,text-label
14,462.0,294.0,19.0,29.5,4,text-label
15,523.5,295.5,19.0,29.5,3,text-label
16,585.0,300.0,17.5,29.5,1,text-label
17,646.5,298.5,17.5,29.5,2,text-label
18,399.0,373.5,22.0,34.0,5,x-axis-label
19,460.5,373.5,20.5,34.0,6,x-axis-label
20,522.0,373.5,20.5,34.0,7,x-axis-label
21,583.5,373.5,20.5,34.0,8,x-axis-label
22,645.0,373.5,20.5,34.0,9,x-axis-label
23,706.5,303.0,19.0,29.5,0,text-label
24,829.5,298.5,19.0,29.5,2,text-label
25,97.5,336.0,22.0,34.0,0,y-axis-label
26,154.5,373.5,20.5,34.0,1,x-axis-label
27,214.5,373.5,22.0,34.0,2,x-axis-label
28,276.0,373.5,22.0,34.0,3,x-axis-label
29,337.5,373.5,22.0,34.0,4,x-axis-label
30,697.5,373.5,38.5,34.0,10,x-axis-label
31,757.5,373.5,40.0,34.0,11,x-axis-label
32,810.0,373.5,59.5,34.0,>11,x-axis-label
33,261.0,436.5,481.0,34.0,Number of dialogues completed,x-axis-title
