id,x,y,width,height,text,type
0,66.0,7.5,61.0,28.0,3000,y-axis-label
1,66.0,100.5,61.0,26.5,2500,y-axis-label
2,66.0,192.0,61.0,26.5,2000,y-axis-label
3,6.0,205.5,26.5,179.5,entity mentions,y-axis-title
5,198.0,30.0,164.5,26.5,AL annotation,legend-label
7,192.0,55.5,170.5,26.5,GS annotation,legend-label
9,66.0,283.5,61.0,26.5,1500,y-axis-label
10,66.0,375.0,61.0,28.0,1000,y-axis-label
11,81.0,468.0,46.0,26.5,500,y-axis-label
12,109.5,559.5,17.5,26.5,0,y-axis-label
13,180.0,585.0,46.0,26.5,200,x-axis-label
14,256.5,585.0,46.0,26.5,400,x-axis-label
15,333.0,585.0,46.0,26.5,600,x-axis-label
16,411.0,585.0,46.0,26.5,800,x-axis-label
17,480.0,585.0,61.0,26.5,1000,x-axis-label
18,556.5,585.0,61.0,26.5,1200,x-axis-label
19,634.5,585.0,59.5,26.5,1400,x-axis-label
20,711.0,585.0,61.0,26.5,1600,x-axis-label
21,787.5,585.0,61.0,26.5,1800,x-axis-label
22,865.5,585.0,59.5,26.5,2000,x-axis-label
23,456.0,625.5,121.0,26.5,sentences,x-axis-title
