id,x,y,width,height,text,type
0,331.5,28.5,104.5,53.5,Verbs,legend-label
1,541.5,28.5,178.0,53.5,Adjectives,legend-label
2,322.5,973.5,28.0,53.5,1,x-axis-label
3,543.0,973.5,28.0,53.5,3,x-axis-label
4,1716.0,28.5,146.5,53.5,Average,legend-label
5,1386.0,28.5,224.5,53.5,Place names,legend-label
7,1047.0,28.5,232.0,53.5,Proper nouns,legend-label
9,825.0,28.5,116.5,53.5,Nouns,legend-label
10,43.5,139.5,106.0,53.5,200%,y-axis-label
11,43.5,217.5,106.0,52.0,180%,y-axis-label
12,43.5,294.0,106.0,53.5,160%,y-axis-label
13,43.5,370.5,106.0,53.5,140%,y-axis-label
14,43.5,447.0,106.0,53.5,120%,y-axis-label
15,43.5,525.0,106.0,52.0,100%,y-axis-label
16,64.5,601.5,85.0,52.0,80%,y-axis-label
17,64.5,678.0,85.0,52.0,60%,y-axis-label
18,64.5,754.5,85.0,53.5,40%,y-axis-label
19,64.5,831.0,85.0,53.5,20%,y-axis-label
20,85.5,907.5,64.0,53.5,0%,y-axis-label
22,433.5,973.5,26.5,53.5,2,x-axis-label
23,652.5,973.5,28.0,53.5,4,x-axis-label
24,763.5,973.5,26.5,53.5,5,x-axis-label
25,873.0,973.5,28.0,53.5,6,x-axis-label
26,984.0,973.5,26.5,53.5,7,x-axis-label
27,1093.5,973.5,28.0,53.5,8,x-axis-label
28,1204.5,973.5,26.5,53.5,9,x-axis-label
29,1303.5,973.5,49.0,53.5,10,x-axis-label
30,1413.0,973.5,49.0,53.5,11,x-axis-label
31,1524.0,973.5,47.5,53.5,12,x-axis-label
32,1633.5,973.5,49.0,53.5,13,x-axis-label
33,1743.0,973.5,49.0,53.5,14,x-axis-label
34,1854.0,973.5,47.5,53.5,15,x-axis-label
