id,x,y,width,height,text,type
0,46.5,3.0,38.5,25.0,100,y-axis-label
1,58.5,58.5,26.5,25.0,90,y-axis-label
2,58.5,114.0,26.5,26.5,80,y-axis-label
3,58.5,169.5,26.5,26.5,70,y-axis-label
4,0.0,261.0,26.5,88.0,Precision,y-axis-title
5,58.5,225.0,26.5,26.5,60,y-axis-label
6,58.5,282.0,26.5,25.0,50,y-axis-label
7,238.5,327.0,31.0,20.5,STK,legend-label
8,58.5,337.5,26.5,25.0,40,y-axis-label
9,238.5,367.5,76.0,20.5,WSK+STK,legend-label
10,58.5,393.0,26.5,26.5,30,y-axis-label
11,238.5,408.0,118.0,19.0,WSK+STK+SRK,legend-label
12,238.5,447.0,37.0,20.5,BOW,legend-label
13,58.5,448.5,26.5,26.5,20,y-axis-label
14,238.5,487.5,37.0,20.5,WSK,legend-label
15,58.5,504.0,26.5,26.5,10,y-axis-label
16,70.5,561.0,14.5,25.0,0,y-axis-label
17,88.5,589.5,26.5,25.0,30,x-axis-label
18,207.0,589.5,26.5,25.0,40,x-axis-label
19,324.0,589.5,26.5,25.0,50,x-axis-label
20,442.5,589.5,26.5,25.0,60,x-axis-label
21,559.5,589.5,26.5,25.0,70,x-axis-label
22,678.0,589.5,26.5,25.0,80,x-axis-label
23,796.5,589.5,26.5,25.0,90,x-axis-label
24,907.5,589.5,38.5,25.0,100,x-axis-label
25,481.5,625.5,59.5,25.0,Recall,x-axis-title
