id,x,y,width,height,text,type
0,165.0,6.0,98.5,50.5,Precision Instances,legend-label
2,489.0,6.0,107.5,50.5,Relative F- Measure,legend-label
5,16.5,115.5,73.0,26.5,"95,00%",y-axis-label
6,16.5,154.5,73.0,26.5,"90,00%",y-axis-label
7,16.5,193.5,73.0,26.5,"85,00%",y-axis-label
8,16.5,232.5,73.0,26.5,"80,00%",y-axis-label
9,16.5,271.5,73.0,26.5,"75,00%",y-axis-label
10,16.5,310.5,73.0,26.5,"70,00%",y-axis-label
11,16.5,349.5,73.0,26.5,"65,00%",y-axis-label
12,16.5,388.5,73.0,26.5,"60,00%",y-axis-label
13,16.5,427.5,73.0,26.5,"55,00%",y-axis-label
14,16.5,466.5,73.0,26.5,"50,00%",y-axis-label
15,87.0,486.0,14.5,25.0,0,x-axis-label
16,108.0,486.0,32.5,25.0,0.5,x-axis-label
17,148.5,486.0,13.0,25.0,1,x-axis-label
18,169.5,486.0,32.5,25.0,1.5,x-axis-label
19,208.5,486.0,14.5,25.0,2,x-axis-label
20,231.0,486.0,31.0,25.0,2.5,x-axis-label
21,270.0,486.0,14.5,25.0,3,x-axis-label
22,292.5,486.0,31.0,25.0,3.5,x-axis-label
23,331.5,486.0,14.5,25.0,4,x-axis-label
24,354.0,486.0,31.0,25.0,4.5,x-axis-label
25,393.0,486.0,14.5,25.0,5,x-axis-label
26,415.5,486.0,31.0,25.0,5.5,x-axis-label
27,454.5,486.0,14.5,25.0,6,x-axis-label
28,477.0,486.0,31.0,25.0,6.5,x-axis-label
29,516.0,486.0,14.5,25.0,7,x-axis-label
30,538.5,486.0,31.0,25.0,7.5,x-axis-label
31,577.5,486.0,13.0,25.0,8,x-axis-label
32,598.5,486.0,32.5,25.0,8.5,x-axis-label
33,639.0,486.0,13.0,25.0,9,x-axis-label
34,660.0,486.0,32.5,25.0,9.5,x-axis-label
35,694.5,486.0,25.0,25.0,10,x-axis-label
36,235.5,522.0,253.0,25.0,Threshold for Rule-Score,x-axis-title
39,301.5,6.0,149.5,25.0,Relative Recall,legend-label
41,4.5,76.5,85.0,26.5,"100,00%",y-axis-label
