id,x,y,width,height,text,type
0,685.5,55.5,119.5,40.0,CasEN,legend-label
1,700.5,106.5,88.0,40.0,mXS,legend-label
2,685.5,157.5,119.5,40.0,Hybrid,legend-label
3,655.5,210.0,179.5,38.5,Hybrid-sel,legend-label
4,4.5,132.0,44.5,40.0,50,y-axis-label
5,4.5,268.5,44.5,38.5,40,y-axis-label
6,4.5,405.0,44.5,38.5,30,y-axis-label
7,4.5,540.0,44.5,40.0,20,y-axis-label
8,4.5,676.5,44.5,40.0,10,y-axis-label
9,66.0,724.0,127.0,40.0,amount,x-axis-label
10,204.0,724.0,76.0,40.0,func,x-axis-label
11,328.5,724.0,52.0,40.0,loc,x-axis-label
12,438.0,724.0,58.0,40.0,org,x-axis-label
13,543.0,724.0,71.5,40.0,pers,x-axis-label
14,654.0,724.0,76.0,40.0,time,x-axis-label
15,781.5,724.0,44.5,40.0,all,x-axis-label
