id,x,y,width,height,text,type
0,42.0,6.0,52.0,25.0,0.45,y-axis-label
1,219.0,33.0,58.0,26.5,HSN,legend-label
2,219.0,54.0,61.0,26.5,HSM,legend-label
3,219.0,78.0,56.5,25.0,HSA,legend-label
4,219.0,99.0,56.5,26.5,HSS,legend-label
5,219.0,121.5,59.5,26.5,HWL,legend-label
6,219.0,142.5,53.5,26.5,HSL,legend-label
7,42.0,48.0,52.0,26.5,0.43,y-axis-label
8,42.0,90.0,52.0,26.5,0.41,y-axis-label
9,42.0,133.5,52.0,25.0,0.39,y-axis-label
10,42.0,175.5,52.0,26.5,0.37,y-axis-label
11,42.0,219.0,52.0,26.5,0.35,y-axis-label
12,42.0,261.0,52.0,26.5,0.33,y-axis-label
13,42.0,304.5,52.0,26.5,0.31,y-axis-label
14,42.0,346.5,52.0,26.5,0.29,y-axis-label
15,42.0,388.5,52.0,26.5,0.27,y-axis-label
16,42.0,432.0,52.0,26.5,0.25,y-axis-label
17,136.5,462.0,17.5,26.5,2,x-axis-label
18,195.0,462.0,16.0,26.5,5,x-axis-label
19,246.0,462.0,31.0,26.5,10,x-axis-label
20,304.5,462.0,32.5,26.5,20,x-axis-label
21,363.0,462.0,31.0,26.5,30,x-axis-label
22,421.5,462.0,32.5,26.5,40,x-axis-label
23,480.0,462.0,31.0,26.5,50,x-axis-label
24,409.5,487.5,98.5,23.5,context,x-axis-title
25,538.5,462.0,32.5,26.5,60,x-axis-label
26,597.0,462.0,31.0,26.5,70,x-axis-label
27,655.5,462.0,32.5,26.5,80,x-axis-label
28,715.5,462.0,31.0,26.5,90,x-axis-label
29,766.5,462.0,46.0,26.5,100,x-axis-label
30,3.0,172.5,28.0,119.5,accuracy,y-axis-title
