id,x,y,width,height,text,type
0,73.5,261.0,20.5,80.5,−315000,y-axis-label
1,73.5,364.5,20.5,80.5,−320000,y-axis-label
2,73.5,469.5,20.5,80.5,−325000,y-axis-label
3,9.0,247.5,25.0,148.0,log likelihood,y-axis-title
5,73.5,156.0,20.5,80.5,−310000,y-axis-label
6,73.5,52.5,20.5,80.5,−305000,y-axis-label
7,73.5,573.0,20.5,80.5,−330000,y-axis-label
8,631.5,505.5,205.0,26.5,Block maximal init,legend-label
11,631.5,535.5,197.5,26.5,Block minimal init,legend-label
14,631.5,565.5,196.0,26.5,Local minimal init,legend-label
17,631.5,597.0,203.5,25.0,Local maximal init,legend-label
20,144.0,676.5,14.5,20.5,0,x-axis-label
21,267.0,676.5,35.5,20.5,100,x-axis-label
22,400.5,676.5,35.5,20.5,200,x-axis-label
23,534.0,676.5,35.5,20.5,300,x-axis-label
24,667.5,676.5,37.0,20.5,400,x-axis-label
25,802.5,676.5,35.5,20.5,500,x-axis-label
26,439.5,733.5,92.5,25.0,iteration,x-axis-title
