id,x,y,width,height,text,type
0,72.0,7.5,25.0,50.5,0.40,y-axis-label
1,72.0,93.0,25.0,52.0,0.35,y-axis-label
9,72.0,180.0,25.0,50.5,0.30,y-axis-label
12,72.0,351.0,25.0,52.0,0.20,y-axis-label
13,72.0,265.5,25.0,50.5,0.25,y-axis-label
17,72.0,438.0,25.0,50.5,0.15,y-axis-label
18,9.0,118.5,29.5,259.0,Prediction Accuracy,y-axis-title
20,219.0,516.0,73.0,25.0,10000,x-axis-label
21,387.0,516.0,73.0,25.0,20000,x-axis-label
22,555.0,516.0,71.5,25.0,30000,x-axis-label
23,723.0,516.0,71.5,25.0,40000,x-axis-label
24,402.0,573.0,214.0,29.5,Feature Number,x-axis-title
