id,x,y,width,height,text,type
0,54.0,7.5,25.0,22.0,11,y-axis-label
1,54.0,57.0,25.0,22.0,10,y-axis-label
2,64.5,106.5,14.5,22.0,9,y-axis-label
3,64.5,205.5,14.5,22.0,7,y-axis-label
4,7.5,204.0,23.5,119.5,# sequences,y-axis-title
6,64.5,156.0,14.5,22.0,8,y-axis-label
7,64.5,253.5,14.5,22.0,6,y-axis-label
8,64.5,303.0,14.5,22.0,5,y-axis-label
9,64.5,352.5,14.5,22.0,4,y-axis-label
10,64.5,402.0,14.5,22.0,3,y-axis-label
11,64.5,451.5,14.5,22.0,2,y-axis-label
12,64.5,499.5,14.5,22.0,1,y-axis-label
13,79.5,520.5,26.5,22.0,65,x-axis-label
14,196.5,520.5,25.0,22.0,70,x-axis-label
15,313.5,520.5,25.0,22.0,75,x-axis-label
16,429.0,520.5,26.5,22.0,80,x-axis-label
17,546.0,520.5,25.0,22.0,85,x-axis-label
18,328.5,552.0,221.5,22.0,base classifier accuracy,x-axis-title
21,661.5,520.5,26.5,22.0,90,x-axis-label
22,778.5,520.5,25.0,22.0,95,x-axis-label
