id,x,y,width,height,text,type
0,55.5,6.0,28.0,19.0,0.4,y-axis-label
1,600.0,24.0,253.0,19.0,’Precision3-Dict0.005-Cog7.3’,legend-label
2,588.0,42.0,265.0,20.5,’Precision3-Dict0.005-Baseline’,legend-label
3,625.5,61.5,227.5,20.5,’Recall3-Dict0.005-Cog7.3’,legend-label
4,613.5,81.0,239.5,19.0,’Recall3-Dict0.005-Baseline’,legend-label
5,586.5,99.0,266.5,20.5,’F-measure3-Dict0.005-Cog7.3’,legend-label
6,574.5,118.5,278.5,20.5,’F-measure3-Dict0.005-Baseline’,legend-label
7,45.0,72.0,38.5,20.5,0.38,y-axis-label
8,45.0,139.5,38.5,20.5,0.36,y-axis-label
9,45.0,207.0,38.5,19.0,0.34,y-axis-label
10,7.5,261.0,20.5,109.0,performance,y-axis-title
11,45.0,273.0,38.5,20.5,0.32,y-axis-label
12,55.5,340.5,28.0,20.5,0.3,y-axis-label
13,45.0,408.0,38.5,19.0,0.28,y-axis-label
14,45.0,474.0,38.5,20.5,0.26,y-axis-label
15,45.0,541.5,38.5,20.5,0.24,y-axis-label
16,45.0,609.0,38.5,19.0,0.22,y-axis-label
17,87.0,627.0,13.0,20.5,0,x-axis-label
18,172.5,627.0,13.0,20.5,5,x-axis-label
19,252.0,627.0,23.5,20.5,10,x-axis-label
20,336.0,627.0,23.5,20.5,15,x-axis-label
21,421.5,627.0,23.5,20.5,20,x-axis-label
22,505.5,627.0,23.5,20.5,25,x-axis-label
23,477.0,655.5,80.5,20.5,minscore,x-axis-title
24,589.5,627.0,23.5,20.5,30,x-axis-label
25,675.0,627.0,23.5,20.5,35,x-axis-label
26,759.0,627.0,23.5,20.5,40,x-axis-label
27,844.5,627.0,23.5,20.5,45,x-axis-label
28,928.5,627.0,23.5,20.5,50,x-axis-label
