id,x,y,width,height,text,type
0,42.0,7.5,31.0,19.0,160,y-axis-label
1,192.0,69.0,22.0,19.0,>0,legend-label
2,192.0,105.0,22.0,19.0,>1,legend-label
3,42.0,121.5,31.0,19.0,120,y-axis-label
4,192.0,141.0,22.0,19.0,>2,legend-label
5,192.0,177.0,22.0,19.0,>3,legend-label
6,42.0,178.5,31.0,19.0,100,y-axis-label
7,192.0,213.0,22.0,19.0,>4,legend-label
8,51.0,235.5,22.0,19.0,80,y-axis-label
9,51.0,292.5,22.0,19.0,60,y-axis-label
10,51.0,349.5,22.0,19.0,40,y-axis-label
11,51.0,406.5,22.0,19.0,20,y-axis-label
12,61.5,463.5,11.5,19.0,0,y-axis-label
13,6.0,109.5,29.5,265.0,emotion words found,y-axis-title
16,42.0,64.5,31.0,19.0,140,y-axis-label
17,72.0,478.5,11.5,19.0,0,x-axis-label
18,211.5,478.5,22.0,19.0,50,x-axis-label
19,351.0,478.5,32.5,19.0,100,x-axis-label
20,495.0,478.5,32.5,19.0,150,x-axis-label
21,640.5,478.5,32.5,19.0,200,x-axis-label
22,267.0,499.5,200.5,29.5,words reviewed,x-axis-title
