id,x,y,width,height,text,type
0,64.5,7.5,44.5,22.0,0.18,y-axis-label
1,568.5,27.0,65.5,22.0,MWEs,legend-label
2,525.0,48.0,109.0,23.5,non-MWEs,legend-label
3,64.5,57.0,44.5,22.0,0.16,y-axis-label
4,7.5,168.0,31.0,145.0,Probability,y-axis-title
5,64.5,106.5,44.5,22.0,0.14,y-axis-label
6,64.5,156.0,44.5,23.5,0.12,y-axis-label
7,76.5,207.0,32.5,22.0,0.1,y-axis-label
8,64.5,256.5,44.5,22.0,0.08,y-axis-label
9,64.5,306.0,44.5,22.0,0.06,y-axis-label
10,64.5,355.5,44.5,23.5,0.04,y-axis-label
11,64.5,406.5,44.5,22.0,0.02,y-axis-label
12,94.5,456.0,14.5,22.0,0,y-axis-label
13,117.0,477.0,14.5,22.0,2,x-axis-label
14,219.0,477.0,14.5,22.0,3,x-axis-label
15,321.0,477.0,13.0,22.0,4,x-axis-label
16,421.5,477.0,14.5,22.0,5,x-axis-label
17,523.5,477.0,14.5,22.0,6,x-axis-label
18,625.5,477.0,14.5,22.0,7,x-axis-label
19,727.5,477.0,14.5,22.0,8,x-axis-label
20,379.5,498.0,94.0,41.5,log(χ 2 ),x-axis-title
