id,x,y,width,height,text,type
0,55.5,9.0,28.0,20.5,0.5,y-axis-label
1,610.5,27.0,242.5,20.5,’Precision1-Dict0.01-Cog7.3’,legend-label
2,598.5,46.5,254.5,19.0,’Precision1-Dict0.01-Baseline’,legend-label
3,636.0,64.5,217.0,20.5,’Recall1-Dict0.01-Cog7.3’,legend-label
4,624.0,84.0,229.0,20.5,’Recall1-Dict0.01-Baseline’,legend-label
5,597.0,103.5,256.0,19.0,’F-measure1-Dict0.01-Cog7.3’,legend-label
6,585.0,121.5,268.0,20.5,’F-measure1-Dict0.01-Baseline’,legend-label
7,45.0,129.0,38.5,20.5,0.45,y-axis-label
8,7.5,264.0,20.5,109.0,performance,y-axis-title
9,55.5,250.5,28.0,20.5,0.4,y-axis-label
10,45.0,370.5,38.5,20.5,0.35,y-axis-label
11,55.5,492.0,28.0,19.0,0.3,y-axis-label
12,45.0,612.0,38.5,20.5,0.25,y-axis-label
13,87.0,631.5,13.0,19.0,0,x-axis-label
14,172.5,631.5,13.0,19.0,5,x-axis-label
15,252.0,631.5,23.5,19.0,10,x-axis-label
16,336.0,631.5,23.5,19.0,15,x-axis-label
17,421.5,631.5,23.5,19.0,20,x-axis-label
18,505.5,631.5,23.5,19.0,25,x-axis-label
19,477.0,660.0,80.5,19.0,minscore,x-axis-title
20,589.5,631.5,23.5,19.0,30,x-axis-label
21,675.0,631.5,23.5,19.0,35,x-axis-label
22,759.0,631.5,23.5,19.0,40,x-axis-label
23,844.5,631.5,23.5,19.0,45,x-axis-label
24,928.5,631.5,23.5,19.0,50,x-axis-label
