id,x,y,width,height,text,type
0,31.5,7.5,56.5,32.5,100,y-axis-label
1,639.0,33.0,179.5,32.5,Collocations,legend-label
2,568.5,66.0,250.0,32.5,Non-Collocations,legend-label
3,118.5,144.0,32.5,494.5,proportion of all PNV-triples (in %),y-axis-title
9,49.5,135.0,38.5,32.5,10,y-axis-label
10,67.5,264.0,20.5,32.5,1,y-axis-label
11,40.5,393.0,47.5,32.5,0.1,y-axis-label
12,22.5,520.5,65.5,32.5,0.01,y-axis-label
13,204.0,616.5,662.5,32.5,number of distinct supplements of PNV-triples,x-axis-title
19,4.5,649.5,83.5,32.5,0.001,y-axis-label
20,96.0,681.0,20.5,34.0,1,x-axis-label
21,373.5,681.0,38.5,34.0,10,x-axis-label
22,649.5,681.0,56.5,34.0,100,x-axis-label
