id,x,y,width,height,text,type
0,4.5,39.0,50.5,26.5,0.82,y-axis-label
1,705.0,63.0,47.5,26.5,STL,legend-label
2,705.0,96.0,50.5,26.5,MTL,legend-label
3,705.0,129.0,79.0,26.5,Pooled,legend-label
4,18.0,100.5,37.0,28.0,0.8,y-axis-label
5,4.5,165.0,50.5,26.5,0.78,y-axis-label
6,4.5,226.5,50.5,28.0,0.76,y-axis-label
7,4.5,289.5,50.5,26.5,0.74,y-axis-label
8,4.5,352.5,50.5,26.5,0.72,y-axis-label
9,18.0,415.5,37.0,26.5,0.7,y-axis-label
10,105.0,456.0,29.5,26.5,50,x-axis-label
11,181.5,456.0,43.0,26.5,100,x-axis-label
12,265.5,456.0,43.0,26.5,150,x-axis-label
13,349.5,456.0,44.5,26.5,200,x-axis-label
14,435.0,456.0,43.0,26.5,250,x-axis-label
15,519.0,456.0,43.0,26.5,300,x-axis-label
16,603.0,456.0,43.0,26.5,350,x-axis-label
17,688.5,456.0,43.0,26.5,400,x-axis-label
18,772.5,456.0,44.5,26.5,450,x-axis-label
19,858.0,456.0,43.0,26.5,500,x-axis-label
20,354.0,481.5,251.5,32.5,Training examples,x-axis-title
