id,x,y,width,height,text,type
0,6.0,63.0,55.0,32.5,0.60,y-axis-label
1,6.0,115.5,55.0,32.5,0.50,y-axis-label
2,538.5,166.5,94.0,32.5,random,legend-label
3,538.5,205.5,61.0,32.5,MFC,legend-label
4,538.5,244.5,74.5,32.5,model,legend-label
5,6.0,169.5,55.0,32.5,0.40,y-axis-label
6,6.0,222.0,55.0,32.5,0.30,y-axis-label
7,6.0,276.0,55.0,32.5,0.20,y-axis-label
8,6.0,328.5,55.0,32.5,0.10,y-axis-label
9,204.0,220.5,61.0,35.5,0.25,text-label
10,148.5,288.0,61.0,37.0,0.12,text-label
11,91.5,330.0,61.0,37.0,0.04,text-label
12,339.0,301.5,61.0,37.0,0.09,text-label
13,282.0,346.5,61.0,35.5,0.01,text-label
14,6.0,382.5,55.0,32.5,0.00,y-axis-label
15,268.5,421.5,202.0,32.5,unknown entities,x-axis-label
17,108.0,454.5,140.5,32.5,full data set,x-axis-label
20,394.5,3.0,62.5,37.0,0.66,text-label
21,6.0,10.5,55.0,32.5,0.70,y-axis-label
