id,x,y,width,height,text,type
0,3.0,252.0,29.5,14.5,0,y-axis-label
1,3.0,199.5,29.5,26.5,5K,y-axis-label
2,3.0,100.5,29.5,40.0,15K,y-axis-label
3,3.0,9.0,29.5,38.5,25K,y-axis-label
4,97.5,313.5,100.0,25.0,Singleton,x-axis-label
5,223.5,313.5,16.0,25.0,2,x-axis-label
6,307.5,313.5,16.0,25.0,3,x-axis-label
7,393.0,313.5,14.5,25.0,4,x-axis-label
8,477.0,313.5,14.5,25.0,5,x-axis-label
9,544.5,313.5,49.0,25.0,6-10,x-axis-label
10,622.5,313.5,61.0,25.0,11-15,x-axis-label
11,706.5,313.5,62.5,25.0,16-20,x-axis-label
12,801.0,313.5,41.5,25.0,>20,x-axis-label
