id,x,y,width,height,text,type
0,70.5,7.5,64.0,34.0,0.95,y-axis-label
1,6.0,148.5,34.0,604.0,means Kendall rank correlation coefficient,y-axis-title
6,88.5,178.5,46.0,35.5,0.9,y-axis-label
7,70.5,351.0,64.0,34.0,0.85,y-axis-label
8,88.5,522.0,46.0,34.0,0.8,y-axis-label
9,69.0,693.0,65.5,35.5,0.75,y-axis-label
10,88.5,864.0,46.0,35.5,0.7,y-axis-label
11,189.0,888.0,38.5,34.0,10,x-axis-label
12,264.0,888.0,38.5,34.0,20,x-axis-label
13,340.5,888.0,37.0,34.0,30,x-axis-label
14,415.5,888.0,37.0,34.0,40,x-axis-label
15,490.5,888.0,38.5,34.0,50,x-axis-label
16,565.5,888.0,38.5,34.0,60,x-axis-label
17,640.5,888.0,38.5,34.0,70,x-axis-label
18,717.0,888.0,37.0,34.0,80,x-axis-label
19,792.0,888.0,37.0,34.0,90,x-axis-label
20,856.5,888.0,55.0,34.0,100,x-axis-label
21,286.5,957.0,452.5,35.5,n-best paraphrase sequence size,x-axis-title
