id,x,y,width,height,text,type
0,45.0,7.5,37.0,22.0,200,y-axis-label
1,7.5,96.0,25.0,364.0,Sentence Number in English Text,y-axis-title
6,45.0,52.5,37.0,20.5,180,y-axis-label
7,45.0,96.0,37.0,20.5,160,y-axis-label
8,45.0,141.0,37.0,20.5,140,y-axis-label
9,45.0,184.5,37.0,22.0,120,y-axis-label
10,45.0,229.5,37.0,20.5,100,y-axis-label
11,57.0,274.5,25.0,20.5,80,y-axis-label
12,57.0,318.0,25.0,20.5,60,y-axis-label
13,57.0,361.5,25.0,22.0,40,y-axis-label
14,57.0,406.5,25.0,22.0,20,y-axis-label
15,718.5,408.0,62.5,20.5,Beads,legend-label
16,69.0,451.5,13.0,20.5,0,y-axis-label
17,49.5,495.0,32.5,20.5,-20,y-axis-label
18,76.5,516.0,34.0,20.5,-20,x-axis-label
19,156.0,516.0,14.5,20.5,0,x-axis-label
20,219.0,516.0,26.5,20.5,20,x-axis-label
21,289.5,516.0,25.0,20.5,40,x-axis-label
22,358.5,516.0,26.5,20.5,60,x-axis-label
23,429.0,516.0,25.0,20.5,80,x-axis-label
24,492.0,516.0,37.0,20.5,100,x-axis-label
25,561.0,516.0,38.5,20.5,120,x-axis-label
26,630.0,516.0,38.5,20.5,140,x-axis-label
27,700.5,516.0,37.0,20.5,160,x-axis-label
28,769.5,516.0,37.0,20.5,180,x-axis-label
29,252.0,552.0,413.5,25.0,Sentence Number in Chinese Text,x-axis-title
