id,x,y,width,height,text,type
0,9.0,4.5,28.0,25.0,18,y-axis-label
1,849.0,27.0,19.0,26.5,Z,legend-label
2,9.0,58.5,28.0,26.5,16,y-axis-label
3,9.0,114.0,28.0,26.5,14,y-axis-label
4,9.0,169.5,28.0,25.0,12,y-axis-label
5,9.0,225.0,28.0,25.0,10,y-axis-label
6,21.0,279.0,16.0,26.5,8,y-axis-label
7,21.0,334.5,16.0,25.0,6,y-axis-label
8,21.0,390.0,16.0,25.0,4,y-axis-label
9,21.0,444.0,16.0,26.5,2,y-axis-label
10,21.0,499.5,16.0,26.5,0,y-axis-label
11,6.0,555.0,31.0,21.0,−2,y-axis-label
12,9.0,579.0,79.0,23.5,playing,x-axis-label
13,171.0,576.0,67.0,26.5,laying,x-axis-label
14,328.5,576.0,59.5,26.5,aying,x-axis-label
15,487.5,576.0,49.0,26.5,ying,x-axis-label
16,648.0,576.0,35.5,26.5,ing,x-axis-label
17,805.5,576.0,28.0,26.5,ng,x-axis-label
18,964.5,576.0,16.0,26.5,g,x-axis-label
