id,x,y,width,height,text,type
0,79.5,6.0,29.5,44.5,1.0,y-axis-label
1,79.5,111.0,29.5,44.5,0.8,y-axis-label
2,79.5,217.5,29.5,43.0,0.6,y-axis-label
3,79.5,322.5,29.5,44.5,0.4,y-axis-label
4,79.5,427.5,29.5,44.5,0.2,y-axis-label
5,79.5,532.5,29.5,44.5,0.0,y-axis-label
6,7.5,148.5,29.5,286.0,Probability of survival,y-axis-title
9,1116.0,28.5,32.5,28.0,sa,legend-label
10,1116.0,61.5,32.5,28.0,sb,legend-label
11,1116.0,93.0,31.0,28.0,sc,legend-label
12,1116.0,126.0,32.5,28.0,sd,legend-label
13,1116.0,157.5,32.5,28.0,se,legend-label
14,1116.0,190.5,25.0,28.0,sf,legend-label
15,1116.0,223.5,32.5,28.0,sg,legend-label
16,1116.0,255.0,32.5,28.0,sh,legend-label
17,1116.0,288.0,23.5,28.0,si,legend-label
18,1116.0,319.5,23.5,28.0,sj,legend-label
19,135.0,618.0,19.0,31.0,0,x-axis-label
20,256.5,618.0,35.5,31.0,50,x-axis-label
21,378.0,618.0,52.0,31.0,100,x-axis-label
22,507.0,618.0,53.5,31.0,150,x-axis-label
23,637.5,618.0,52.0,31.0,200,x-axis-label
24,766.5,618.0,53.5,31.0,250,x-axis-label
25,897.0,618.0,52.0,31.0,300,x-axis-label
26,1026.0,618.0,52.0,31.0,350,x-axis-label
27,1155.0,618.0,53.5,31.0,400,x-axis-label
