id,x,y,width,height,text,type
0,3.0,4.5,76.0,35.5,100%,y-axis-label
1,19.5,52.5,59.5,35.5,95%,y-axis-label
2,19.5,97.5,59.5,35.5,90%,y-axis-label
3,19.5,145.5,59.5,35.5,85%,y-axis-label
4,19.5,190.5,59.5,35.5,80%,y-axis-label
5,19.5,238.5,59.5,35.5,75%,y-axis-label
6,19.5,285.0,59.5,35.5,70%,y-axis-label
7,621.0,328.5,244.0,32.5,precision (dictionary),legend-label
9,621.0,358.5,245.5,31.0,coverage (dictionary),legend-label
11,621.0,388.5,265.0,32.5,F measure (dictionary),legend-label
14,621.0,418.5,172.0,31.0,precision (text),legend-label
16,621.0,450.0,173.5,31.0,coverage (text),legend-label
18,621.0,478.5,193.0,32.5,F measure (text),legend-label
21,19.5,331.5,59.5,35.5,65%,y-axis-label
22,19.5,378.0,59.5,35.5,60%,y-axis-label
23,19.5,423.0,59.5,35.5,55%,y-axis-label
24,19.5,471.0,59.5,35.5,50%,y-axis-label
25,127.5,520.5,115.0,35.5,mik-0.50,x-axis-label
26,291.0,520.5,115.0,35.5,mik-0.80,x-axis-label
27,456.0,520.5,115.0,35.5,mik-0.90,x-axis-label
28,619.5,520.5,115.0,35.5,mik-0.95,x-axis-label
29,805.5,520.5,71.5,35.5,exact,x-axis-label
