id,x,y,width,height,text,type
0,67.5,7.5,25.0,37.0,1.0,y-axis-label
2,727.5,46.5,37.0,25.0,0.9,legend-label
3,727.5,76.5,50.5,25.0,0.75,legend-label
4,727.5,106.5,37.0,25.0,0.6,legend-label
5,67.5,172.5,25.0,37.0,0.6,y-axis-label
6,67.5,90.0,25.0,37.0,0.8,y-axis-label
8,67.5,253.5,25.0,38.5,0.4,y-axis-label
10,67.5,336.0,25.0,37.0,0.2,y-axis-label
14,67.5,418.5,25.0,37.0,0.0,y-axis-label
15,7.5,190.5,25.0,82.0,p value,y-axis-title
17,250.5,489.0,16.0,25.0,5,x-axis-label
38,381.0,489.0,31.0,25.0,10,x-axis-label
39,519.0,489.0,31.0,25.0,15,x-axis-label
40,657.0,489.0,29.5,25.0,20,x-axis-label
41,795.0,489.0,29.5,25.0,25,x-axis-label
42,412.5,549.0,134.5,25.0,sample size,x-axis-title
