id,x,y,width,height,text,type
0,73.5,9.0,55.0,28.0,20.5,y-axis-label
1,96.0,102.0,32.5,26.5,20,y-axis-label
2,6.0,262.5,28.0,73.0,BLEU,y-axis-title
3,73.5,195.0,55.0,26.5,19.5,y-axis-label
4,96.0,286.5,32.5,28.0,19,y-axis-label
5,73.5,379.5,55.0,26.5,18.5,y-axis-label
6,637.5,459.0,124.0,28.0,"(b,n)-early",legend-label
7,652.5,486.0,109.0,26.5,"(b,n)-late",legend-label
8,615.0,513.0,146.5,26.5,"(b,e,n)-early",legend-label
9,630.0,538.5,131.5,28.0,"(b,e,n)-late",legend-label
10,96.0,472.5,32.5,26.5,18,y-axis-label
11,73.5,564.0,55.0,28.0,17.5,y-axis-label
12,130.5,591.0,32.5,28.0,10,x-axis-label
13,654.0,591.0,47.5,28.0,100,x-axis-label
14,328.5,631.5,371.5,26.5,Seconds / Sentence (log scale),x-axis-title
