id,x,y,width,height,text,type
0,51.0,106.5,31.0,299.5,Average F1 measure,y-axis-title
3,100.5,43.5,35.5,31.0,60,y-axis-label
4,100.5,138.0,35.5,31.0,55,y-axis-label
5,100.5,234.0,35.5,31.0,50,y-axis-label
6,100.5,328.5,35.5,31.0,45,y-axis-label
7,100.5,423.0,35.5,31.0,40,y-axis-label
8,183.0,466.5,20.5,31.0,1,x-axis-label
9,258.0,466.5,19.0,31.0,2,x-axis-label
10,333.0,466.5,19.0,31.0,3,x-axis-label
11,405.0,466.5,19.0,31.0,4,x-axis-label
12,480.0,466.5,19.0,31.0,5,x-axis-label
13,555.0,466.5,19.0,31.0,6,x-axis-label
14,628.5,466.5,20.5,31.0,7,x-axis-label
15,700.5,466.5,20.5,31.0,8,x-axis-label
16,775.5,466.5,20.5,31.0,9,x-axis-label
17,843.0,466.5,35.5,31.0,10,x-axis-label
18,460.5,526.5,128.5,31.0,Iteration,x-axis-title
19,336.0,616.5,449.5,31.0,5% manually annotated instances,legend-label
23,336.0,669.0,466.0,31.0,10% manually annotated instances,legend-label
27,336.0,721.5,466.0,31.0,20% manually annotated instances,legend-label
