id,x,y,width,height,text,type
0,64.5,34.5,40.0,29.5,100,y-axis-label
1,78.0,81.0,26.5,28.0,90,y-axis-label
2,78.0,126.0,26.5,29.5,80,y-axis-label
3,78.0,174.0,26.5,28.0,70,y-axis-label
4,30.0,234.0,29.5,88.0,CWS[%],y-axis-title
8,78.0,219.0,26.5,29.5,60,y-axis-label
9,718.5,229.5,47.5,29.5,Talw,legend-label
10,718.5,267.0,56.5,28.0,Tmay,legend-label
11,718.5,303.0,148.0,29.5,Talw and Tmay,legend-label
14,78.0,264.0,26.5,29.5,50,y-axis-label
15,78.0,310.5,26.5,28.0,40,y-axis-label
16,78.0,355.5,26.5,28.0,30,y-axis-label
17,78.0,402.0,26.5,29.5,20,y-axis-label
18,78.0,447.0,26.5,29.5,10,y-axis-label
19,90.0,493.5,14.5,29.5,0,y-axis-label
20,115.5,529.5,13.0,29.5,0,x-axis-label
21,213.0,529.5,31.0,29.5,0.2,x-axis-label
22,319.5,529.5,32.5,29.5,0.4,x-axis-label
23,424.5,529.5,32.5,29.5,0.6,x-axis-label
24,531.0,529.5,32.5,29.5,0.8,x-axis-label
25,646.5,529.5,14.5,29.5,1,x-axis-label
26,358.5,571.5,56.5,29.5,BLEU,x-axis-title
